photo_id,date,same_date_sequence,pose_bin,pitch,yaw,roll,source_filename,source_relative_path,date_provenance_status,exif_date,date_delta_days,source_claimed_date,source_claimed_delta_days,date_conflict_sources,source_provenance_status,source_url,archive_url,perceptual_dhash,near_duplicate_of,geometry_status,segmentation_status,uv_status,combined_visible_fraction,skin_mask_coverage,uv_observed_coverage,chronology_index_global,chronology_index_in_pose
2014_04_24__42c31d93d7d0,2014-04-24,1,right_light,20.423786163330078,20.448280334472656,-0.013419292867183685,2014_04_24.jpg,2014_04_24.jpg,filename_only,,,,,[],not_provided,,,16be3f3f3f3f1f8e,,valid,valid,valid,0.5730208070794478,0.2890046875,0.798035,932,86
2014_05_07__e0f1d732cd70,2014-05-07,1,left_profile,-32.906158447265625,-73.26155853271484,29.247196197509766,2014_05_07.jpg,2014_05_07.jpg,filename_only,,,,,[],not_provided,,,c999a08084a5c3e3,,valid,valid,valid,0.4890923856730796,0.19908125,0.798035,933,141
2014_05_09__63650dd60e64,2014-05-09,1,left_light,22.40559959411621,-22.75302505493164,-0.3792056739330292,2014_05_09.jpg,2014_05_09.jpg,filename_only,,,,,[],not_provided,,,b4b1715840614307,,valid,valid,valid,0.5805539219804531,0.271834375,0.798035,934,122
2014_05_20__2d416ee83f1b,2014-05-20,1,frontal,5.915340900421143,3.028322458267212,0.051774751394987106,2014_05_20.jpg,2014_05_20.jpg,filename_only,,,,,[],not_provided,,,8e0f17172b0f0f6e,,valid,valid,valid,0.6844212943515641,0.3324171875,0.798035,935,291
2014_05_21__7d1f423f3e4e,2014-05-21,1,left_profile,2.6616971492767334,-81.6633529663086,18.2423038482666,2014_05_21.jpg,2014_05_21.jpg,filename_only,,,,,[],not_provided,,,326aeb86a3d3a30f,,valid,valid,valid,0.45699963594612003,0.1967,0.798035,936,142
2014_05_29__755bfee73a22,2014-05-29,1,right_mid,15.196982383728027,37.85247802734375,-0.32888245582580566,2014_05_29.jpg,2014_05_29.jpg,filename_only,,,,,[],not_provided,,,3462616464253d0d,,valid,valid,valid,0.575401159371587,0.331015625,0.798035,937,53
2014_05_29_2__4362d5829680,2014-05-29,2,right_profile,22.739181518554688,73.3899154663086,26.11244773864746,2014_05_29 (2).jpg,2014_05_29 (2).jpg,filename_only,,,,,[],not_provided,,,f1c1e5f4f0391307,,valid,valid,valid,0.48242739925508976,0.2057671875,0.798035,938,140
2014_05_31__adb8a307653f,2014-05-31,1,frontal,14.142029762268066,2.411076784133911,6.287508010864258,2014_05_31.jpg,2014_05_31.jpg,filename_only,,,,,[],not_provided,,,a6610f2b2307070c,,valid,valid,valid,0.667310761992775,0.3365,0.798035,939,292
2014_06_04__721c8903882e,2014-06-04,1,right_profile,-54.5189323425293,82.49771118164062,-51.19089889526367,2014_06_04.jpg,2014_06_04.jpg,filename_only,,,,,[],not_provided,,,7cccdcfcfcfc7833,,valid,valid,valid,0.46624100366854293,0.1724,0.798035,940,141
2014_06_09__1e98d04bfe67,2014-06-09,1,frontal,10.903240203857422,-4.5062761306762695,-0.10605885088443756,2014_06_09.jpg,2014_06_09.jpg,filename_only,,,,,[],not_provided,,,879a6ea9ab07070e,,valid,valid,valid,0.6552689798090118,0.382440625,0.796498,941,293
2014_06_10__aacb62d4e2b8,2014-06-10,1,left_profile,10.086413383483887,-56.237972259521484,-10.284097671508789,2014_06_10.jpg,2014_06_10.jpg,filename_only,,,,,[],not_provided,,,df7040c0c4c4e131,,valid,valid,valid,0.5265339270211992,0.2438609375,0.798035,942,143
2014_06_12__134e5ba1506e,2014-06-12,1,left_light,20.311538696289062,-17.508817672729492,0.3615346848964691,2014_06_12.jpg,2014_06_12.jpg,filename_only,,,,,[],not_provided,,,94b9f57ddc4c6971,,valid,valid,valid,0.6140748830826962,0.2487890625,0.798035,943,123
2014_06_24__aa2d872d9671,2014-06-24,1,frontal,13.152798652648926,-1.897882103919983,5.121852397918701,2014_06_24.jpg,2014_06_24.jpg,filename_only,,,,,[],not_provided,,,0e27072b0f070786,,valid,valid,valid,0.6654064801590636,0.3914125,0.788418,944,294
